arrival_time,packet_size
1677636360677,-1121
1677636360711,87
1677636360712,91
1677636360713,-52
1677636360719,443
1677636360719,84
1677636360721,-52
1677636360897,-481
1677636360899,-464
1677636360902,-538
1677636360902,-469
1677636360903,-150
1677636360905,-165
1677636360905,-378
1677636360905,-960
1677636360905,-231
1677636360905,-1500
1677636360932,87
1677636360932,87
1677636360933,-1500
1677636360934,-1441
1677636360939,52
1677636360939,113
1677636360939,87
1677636360941,-52
1677636360948,535
1677636360949,84
1677636360951,-52
1677636360955,1500
1677636360955,1500
1677636360955,1500
1677636360955,1500
1677636360955,1500
1677636360955,1500
1677636360956,1500
1677636360956,1500
1677636360956,1500
1677636360956,78
1677636360957,-52
1677636360957,-52
1677636360957,-52
1677636360957,-52
1677636360957,-52
1677636360957,1500
1677636360959,1500
1677636360959,1500
1677636360959,1500
1677636360959,1500
1677636360959,1500
1677636360959,1500
1677636360959,1500
1677636360959,1500
1677636360959,1500
1677636360959,1500
1677636360959,1500
1677636360959,1500
1677636360959,1500
1677636360959,1500
1677636360959,743
1677636360959,1500
1677636360959,1500
1677636360959,1500
1677636360959,1500
1677636360959,1500
1677636360961,1500
1677636360961,1500
1677636360961,1500
1677636360961,1500
1677636360961,1500
1677636360961,1500
1677636360961,1500
1677636360961,1500
1677636360961,1500
1677636360961,1500
1677636360961,1500
1677636360961,1500
1677636360961,1500
1677636360961,1500
1677636360963,1500
1677636360963,1500
1677636360963,1500
1677636360963,1008
1677636360963,1500
1677636360963,1500
1677636360963,1500
1677636360963,487
1677636360963,1500
1677636360963,1500
1677636360963,1500
1677636360963,1500
1677636360963,1500
1677636360963,1500
1677636360963,1500
1677636360963,1500
1677636360963,1500
1677636360963,1500
1677636360963,1500
1677636360963,1500
1677636360963,1500
1677636360963,1043
1677636360963,-52
1677636360963,-52
1677636360963,-52
1677636360963,-52
1677636360963,-52
1677636360963,-52
1677636360963,-52
1677636360963,-52
1677636360963,-52
1677636360963,-52
1677636360964,-52
1677636360964,-52
1677636360964,-52
1677636360964,-52
1677636360964,-52
1677636360964,-52
1677636360965,-52
1677636360965,-52
1677636360967,52
1677636360967,87
1677636360968,-52
1677636360968,-52
1677636360968,-52
1677636360968,-52
1677636360968,-52
1677636360968,-52
1677636360968,-52
1677636360968,-52
1677636360968,-52
1677636360968,-52
1677636360969,-52
1677636360972,914
1677636360972,84
1677636360977,-52
1677636360986,659
1677636360986,84
1677636360991,-52
1677636360994,1443
1677636360995,1500
1677636360996,1500
1677636360996,1500
1677636360996,1500
1677636360996,140
1677636360996,1500
1677636360996,1500
1677636360996,1500
1677636360996,1500
1677636360996,1500
1677636360998,1500
1677636360998,1236
1677636360998,971
1677636360998,84
1677636360998,-52
1677636361000,-52
1677636361000,-52
1677636361000,-52
1677636361000,-52
1677636361000,-52
1677636361000,-52
1677636361032,-183
1677636361033,-794
1677636361065,87
1677636361073,1500
1677636361073,911
1677636361073,84
1677636361074,-52
1677636361074,-52
1677636361075,443
1677636361076,84
1677636361077,-52
1677636361613,-1500
1677636361614,-139
1677636361615,-378
1677636361648,52
1677636361648,87
1677636361657,519
1677636361657,84
1677636361661,-52
1677636361688,-149
1677636361690,-346
1677636361721,87
1677636361754,611
1677636361755,84
1677636361757,-52
1677636361803,-52
1677636364072,-152
1677636364074,-410
1677636364105,87
1677636364107,-52
1677636364115,577
1677636364115,84
1677636364119,-52
1677636364119,-52
1677636364159,-193
1677636364160,-1500
1677636364160,-1106
1677636364193,87
1677636364193,52
1677636364195,-52
1677636364196,-161
1677636364196,-410
1677636364205,1500
1677636364206,1500
1677636364206,81
1677636364206,89
1677636364206,84
1677636364210,-52
1677636364210,-52
1677636364228,-137
1677636364229,-1500
1677636364229,-850
1677636364234,87
1677636364244,546
1677636364244,84
1677636364246,-52
1677636364251,-146
1677636364251,-314
1677636364266,87
1677636364266,64
1677636364266,52
1677636364286,87
1677636364288,-52
1677636364295,1500
1677636364295,1500
1677636364295,1500
1677636364295,1500
1677636364295,1500
1677636364295,596
1677636364298,84
1677636364299,1500
1677636364299,1500
1677636364299,120
1677636364300,-52
1677636364300,-52
1677636364300,-52
1677636364306,-52
1677636364306,-52
1677636364316,1500
1677636364316,1500
1677636364316,1500
1677636364316,1500
1677636364316,1500
1677636364316,1500
1677636364316,954
1677636364316,1500
1677636364316,1500
1677636364316,1500
1677636364316,1500
1677636364316,1500
1677636364316,1500
1677636364316,1500
1677636364316,1500
1677636364316,1500
1677636364316,1500
1677636364316,1500
1677636364316,1500
1677636364316,1500
1677636364316,1063
1677636364326,-482
1677636364326,-506
1677636364326,-52
1677636364326,-52
1677636364326,-52
1677636364336,-52
1677636364341,-52
1677636364341,-52
1677636364341,-52
1677636364341,-52
1677636364341,-52
1677636364341,-52
1677636364383,-52
1677636364406,87
1677636364407,1234
1677636364407,84
1677636364414,-506
1677636364422,-52
1677636364434,-52
1677636364457,-159
1677636364457,-1500
1677636364458,-1487
1677636364458,-534
1677636364465,64
1677636364496,52
1677636364496,87
1677636364496,52
1677636364496,64
1677636364496,52
1677636364522,519
1677636364522,84
1677636364525,-52
1677636364542,-163
1677636364546,-378
1677636364580,-144
1677636364582,-410
1677636364623,52
1677636364623,52
1677636364623,87
1677636364624,519
1677636364624,84
1677636364632,52
1677636364632,87
1677636364632,-52
1677636364658,669
1677636364658,84
1677636364670,-52
1677636364704,-153
1677636364704,-137
1677636364704,-410
1677636364707,-346
1677636364719,-232
1677636364719,-1500
1677636364719,-1487
1677636364719,-1500
1677636364719,-1500
1677636364719,-1500
1677636364804,87
1677636364804,87
1677636364804,87
1677636364804,52
1677636364804,52
1677636364804,1170
1677636364804,84
1677636364808,622
1677636364812,84
1677636364816,-1500
1677636364816,-1500
1677636364816,-1500
1677636364816,-1500
1677636364816,-1500
1677636364816,-1500
1677636364816,-1500
1677636364816,-1500
1677636364816,-1500
1677636364816,-1296
1677636364816,-52
1677636364852,52
1677636364853,-52
1677636365147,1500
1677636365149,118
1677636365151,-52
1677636365153,1500
1677636365153,1500
1677636365153,1500
1677636365153,1500
1677636365153,1500
1677636365153,1500
1677636365153,1500
1677636365153,1500
1677636365153,1360
1677636365153,84
1677636365154,-52
1677636365155,-52
1677636365155,-52
1677636365155,-52
1677636365156,-52
1677636373158,-185
