arrival_time,packet_size
1673703087429,-124
1673703087525,-124
1673703087624,-124
1673703087723,-124
1673703087817,-124
1673703087915,-124
1673703088014,-124
1673703088110,-124
1673703088210,-124
1673703088306,-124
1673703088404,-124
1673703088500,-124
1673703088596,-124
1673703088692,-124
1673703088793,-124
1673703088889,-124
1673703088985,-124
1673703089082,-124
1673703089179,-124
1673703089276,-124
1673703089374,-124
1673703089472,-124
1673703089571,-124
1673703089669,-124
1673703089767,-124
1673703089865,-124
1673703089962,-124
1673703090059,-124
1673703090156,-124
1673703090255,-124
1673703090352,-124
1673703090448,-124
1673703090546,-124
1673703090642,-124
1673703090742,-124
1673703090837,-124
1673703090936,-124
1673703091032,-124
1673703091128,-124
1673703091227,-124
1673703091325,-124
1673703091422,-124
1673703091519,-124
1673703091618,-124
1673703091718,-124
1673703091815,-124
1673703091916,-124
1673703092011,-124
1673703092106,-124
1673703092203,-124
1673703092300,-124
