arrival_time,packet_size
1675780504365,1480
1675780504365,1480
1675780504365,1480
1675780504365,1480
1675780504365,1480
1675780504365,1480
1675780504365,1480
1675780504365,1480
1675780504365,1480
1675780504365,1480
1675780504366,1480
1675780504366,1480
1675780504366,1480
1675780504366,1480
1675780504366,1480
1675780504366,1480
1675780504366,1480
1675780504366,1480
1675780504366,804
1675780504371,-40
1675780504371,-40
1675780504371,-40
1675780504371,-40
1675780504372,-40
1675780504372,-40
1675780504372,-40
1675780504372,-40
1675780504372,-40
1675780504372,-40
1675780504372,-40
1675780504373,-40
1675780504373,-40
1675780504373,-40
1675780504373,-40
1675780504373,-40
1675780504373,-40
1675780504374,-40
1675780504374,-40
1675780521356,-303
