arrival_time,packet_size
1677636156250,-60
1677636156255,60
1677636156257,-40
1677636156257,-41
1677636156266,40
1677636156266,41
1677636156267,-137
1677636156268,-40
1677636156314,40
1677636156611,-491
1677636156617,40
1677636156618,74
1677636156619,-40
1677636156690,497
1677636156692,-40
1677636157020,-1492
1677636157020,-1492
1677636157020,-811
1677636157026,52
1677636157027,40
1677636157028,74
1677636157029,-40
1677636157088,617
1677636157089,-40
1677636157166,-1492
1677636157166,-1492
1677636157166,-931
1677636157179,40
1677636157179,74
1677636157180,-40
1677636157257,681
1677636157258,-40
1677636157359,-1492
1677636157359,-879
1677636157365,52
1677636157365,40
1677636157366,74
1677636157367,-40
1677636157377,1492
1677636157378,1492
1677636157378,209
1677636157379,-40
1677636157379,-40
1677636157380,-40
1677636178931,-40
