arrival_time,packet_size
1675782334891,-112
1675782334891,-112
1675782334906,-112
1675782334906,-112
1675782334963,71
1675782334963,71
1675782334964,-114
1675782334971,115
1675782334971,115
1675782335025,162
1675782335942,-114
1675782335942,-121
1675782336006,1161
1675782336006,1161
1675782336006,162
1675782336006,1161
1675782336006,1161
1675782336006,1161
1675782336006,1161
1675782336006,1161
1675782336006,1161
1675782336008,-121
1675782336008,-121
1675782336009,-121
1675782336075,1159
1675782336075,1159
1675782336075,1159
1675782336075,1159
1675782336075,1159
1675782336075,1159
1675782336075,1159
1675782336075,1159
1675782336075,1159
1675782336075,1159
1675782336075,1159
1675782336075,1159
1675782336075,1159
1675782336075,1159
1675782336075,1159
1675782336075,1159
1675782336080,-121
1675782336081,-121
1675782336081,-121
1675782336081,-121
1675782336081,-121
1675782336081,-121
1675782336081,-121
1675782336081,-121
1675782336145,1158
1675782336145,1158
1675782336146,1158
1675782336146,1158
1675782336146,1158
1675782336146,1158
1675782336146,1161
1675782336146,1161
1675782336146,1161
1675782336146,1161
1675782336146,1161
1675782336146,1161
1675782336146,1161
1675782336146,1161
1675782336146,1161
1675782336146,1161
1675782336146,1161
1675782336146,1161
1675782336146,1158
1675782336146,1158
1675782336146,1161
1675782336146,1161
1675782336146,1161
1675782336147,1161
1675782336147,1161
1675782336147,1161
1675782336147,1161
1675782336147,1161
1675782336147,1161
1675782336147,1161
1675782336147,1161
1675782336147,1161
1675782336994,-114
1675782337057,162
1675782338068,-114
1675782338129,162
1675782339144,-87
