arrival_time,packet_size
1673702488068,40
1673702488471,1480
1673702488471,1480
1673702488471,1480
1673702488471,1480
1673702488472,1480
1673702488472,1480
1673702488472,1480
1673702488472,1480
1673702488473,1480
1673702488473,1480
1673702488473,1480
1673702488473,99
1673702488474,-40
1673702488474,-40
1673702488474,-40
1673702488474,-40
1673702488474,-40
1673702488474,-40
1673702488474,-40
1673702488474,-40
1673702488474,-40
1673702488474,-40
1673702488474,-40
1673702488474,-40
1673702488476,1480
1673702488476,1480
1673702488476,1480
1673702488476,1480
1673702488476,1480
1673702488476,1480
1673702488476,1480
1673702488476,1480
1673702488476,1480
1673702488476,1480
1673702488477,-40
1673702488477,-40
1673702488477,-40
1673702488477,-40
1673702488477,-40
1673702488478,-40
1673702488478,1480
1673702488478,606
1673702488478,80
1673702488478,1480
1673702488478,1480
1673702488478,1480
1673702488478,1480
1673702488478,1480
1673702488478,1480
1673702488478,696
1673702488478,71
1673702488480,-40
1673702502144,-156
