arrival_time,packet_size
1675781199762,-124
1675781199858,-123
1675781199959,-119
1675781200045,48
1675781200060,-137
1675781200160,-123
1675781200216,48
1675781200261,-119
1675781200362,-207
1675781200445,48
1675781200453,48
1675781200458,-206
1675781200505,48
1675781200559,-145
1675781200659,-165
1675781200753,48
1675781200833,48
1675781200833,48
1675781200845,48
1675781201246,48
1675781204563,-129
1675781204563,-118
1675781204563,-118
1675781204563,-117
1675781204563,-117
1675781204563,-117
1675781204563,-117
1675781204563,-116
1675781204825,48
