arrival_time,packet_size
1675782325063,-112
1675782325064,-112
1675782325084,-112
1675782325084,-112
1675782325103,71
1675782325103,71
1675782325105,-114
1675782325117,115
1675782325117,115
1675782325134,159
1675782326116,-114
1675782326118,-121
1675782326147,159
1675782326164,1159
1675782326164,1159
1675782326164,1159
1675782326164,1159
1675782326165,1159
1675782326165,1159
1675782326165,1159
1675782326165,1159
1675782326173,-121
1675782326173,-121
1675782326174,-121
1675782326175,-121
1675782326175,-121
1675782326175,-121
1675782326207,1159
1675782326208,1159
1675782326208,1159
1675782326208,1159
1675782326208,1159
1675782326208,1159
1675782326208,1159
1675782326208,1159
1675782326208,1159
1675782326208,1159
1675782326208,1159
1675782326208,1159
1675782326208,1159
1675782326208,1159
1675782326208,1159
1675782326208,1159
1675782326211,-121
1675782326212,-121
1675782326214,-121
1675782326249,1161
1675782326249,1161
1675782326249,1161
1675782326249,1161
1675782326249,1161
1675782326249,1161
1675782326249,1161
1675782326249,1161
1675782326249,1161
1675782326249,1161
1675782326249,1161
1675782326250,1161
1675782326250,1161
1675782326250,1161
1675782326250,1161
1675782326250,1161
1675782326250,1161
1675782326250,1161
1675782326250,1161
1675782326250,1161
1675782326250,1161
1675782326250,1161
1675782326250,1161
1675782326251,1161
1675782326251,1161
1675782326251,1161
1675782326251,1161
1675782326251,1161
1675782326251,1161
1675782326251,1161
1675782326251,1161
1675782326251,1161
1675782326258,-121
1675782326258,-121
1675782326258,-121
1675782326258,-121
1675782326258,-121
1675782326259,-121
1675782326259,-121
1675782326262,-121
1675782326291,1159
1675782326291,1159
1675782326291,1159
1675782326291,1159
1675782326291,1159
1675782326291,1159
1675782326292,1159
1675782326292,1159
1675782326292,1159
1675782326292,1159
1675782326292,1159
1675782326292,1159
1675782326292,1159
1675782326292,1159
1675782326292,1159
1675782326292,1159
1675782326292,1159
1675782326292,1159
1675782326293,1159
1675782326293,1159
1675782326300,1159
1675782326300,1159
1675782326300,1159
1675782326300,1159
1675782326300,1159
1675782326300,1159
1675782326300,1159
1675782326300,1159
1675782326300,1159
1675782326300,1159
1675782326300,1159
1675782326300,1159
1675782326300,1161
1675782326300,1161
1675782326300,1161
1675782326300,1161
1675782326300,1161
1675782326300,1161
1675782326300,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326301,1161
1675782326302,1161
1675782326302,1161
1675782326302,1161
1675782327198,-114
1675782327229,159
1675782328277,-114
1675782328307,159
1675782329353,-87
