arrival_time,packet_size
1675773355655,-60
1675773355680,52
1675773355682,-40
1675773355683,-557
1675773355706,40
1675773355708,1480
1675773355708,1480
1675773355708,1480
1675773355708,1480
1675773355708,274
1675773355710,-40
1675773355726,-40
1675773355726,-40
1675773355726,-40
1675773355726,-40
1675773355726,-120
1675773355791,40
1675773355793,-297
1675773355817,40
1675773355882,351
1675773355882,351
1675773355884,-40
1675773355903,1480
1675773355903,1480
1675773355903,440
1675773355905,-40
1675773355947,-40
1675773360501,-64
1675773360501,-40
1675773360525,40
1675773360525,40
1675773360525,40
1675773360526,-40
