arrival_time,packet_size
1675775102945,-582
1675775102945,-1288
1675775102945,-1288
1675775102945,-1288
1675775102945,-1344
1675775102946,-1232
1675775102946,-1344
1675775102946,-72
1675775102951,67
1675775102952,67
1675775102952,67
1675775102953,67
1675775102978,68
1675775102995,110
1675775102995,110
1675775102995,110
1675775102996,110
1675775102997,-67
1675775103023,-68
1675775103565,358
1675775103569,123
1675775103569,1288
1675775103569,1288
1675775103569,1288
1675775103569,1288
1675775103569,1288
1675775103569,1288
1675775103569,1251
1675775103569,1288
1675775103569,1288
1675775103570,1288
1675775103570,1288
1675775103570,1288
1675775103570,1288
1675775103570,1251
1675775103570,1288
1675775103570,1288
1675775103570,1288
1675775103570,1288
1675775103570,1288
1675775103570,1288
1675775103570,1265
1675775103570,1288
1675775103570,1288
1675775103570,501
1675775103611,358
1675775103611,123
1675775103627,-68
1675775103629,-111
1675775103659,358
1675775103659,123
1675775103660,68
1675775103661,-67
1675775103661,-110
1675775103692,68
1675775104954,-1288
1675775104954,-653
1675775104955,-1344
1675775104955,-1232
1675775104955,-1288
1675775104955,-1288
1675775104955,-1288
1675775104955,-1288
1675775104955,-240
1675775104961,67
1675775104962,67
1675775104962,67
1675775104962,67
1675775104987,68
1675775105006,110
1675775105006,110
1675775105006,110
1675775105007,-67
1675775105558,364
1675775105564,123
1675775105564,1288
1675775105564,1288
1675775105564,1288
1675775105564,1288
1675775105564,1288
1675775105564,1288
1675775105564,1251
1675775105564,1288
1675775105564,1288
1675775105564,1288
1675775105564,1288
1675775105564,1288
1675775105564,1288
1675775105564,1251
1675775105564,1288
1675775105564,1288
1675775105564,1288
1675775105564,1288
1675775105564,1288
1675775105564,1288
1675775105564,752
1675775105569,-67
1675775105572,-111
1675775105572,-67
1675775105573,-111
1675775105578,67
1675775109247,-1288
