arrival_time,packet_size
1673707809526,1480
1673707809526,556
1673707809528,-40
1673707809535,-809
1673707809542,1480
1673707809542,1480
1673707809542,1480
1673707809542,1480
1673707809542,1480
1673707809542,1480
1673707809542,1480
1673707809542,1480
1673707809543,1480
1673707809543,1480
1673707809543,1480
1673707809543,1480
1673707809543,1480
1673707809543,1480
1673707809543,1480
1673707809543,1480
1673707809543,1480
1673707809543,1480
1673707809543,1480
1673707809543,1480
1673707809543,1480
1673707809544,1480
1673707809544,1210
1673707809544,1480
1673707809544,1480
1673707809544,1480
1673707809544,1480
1673707809544,1480
1673707809544,1480
1673707809544,1480
1673707809544,1480
1673707809544,1480
1673707809544,1480
1673707809544,1480
1673707809544,1480
1673707809544,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809545,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,1480
1673707809546,326
1673707809546,1480
1673707809547,1480
1673707809547,1480
1673707809547,1480
1673707809547,1480
1673707809547,1480
1673707809547,1480
1673707809547,1480
1673707809547,1480
1673707809547,1480
1673707809547,1480
1673707809547,1480
1673707809547,1480
1673707809547,1480
1673707809547,1480
1673707809547,1480
1673707809547,1128
1673707809547,1480
1673707809547,1480
1673707809547,1480
1673707809547,1480
1673707809548,1480
1673707809548,1480
1673707809548,1480
1673707809548,1480
1673707809548,1480
1673707809548,1480
1673707809548,1480
1673707809548,1480
1673707809548,1480
1673707809548,1480
1673707809548,1480
1673707809548,1480
1673707809548,1480
1673707809548,1480
1673707809548,1480
1673707809549,1480
1673707809549,1480
1673707809549,1480
1673707809549,1480
1673707809549,-40
1673707809549,-40
1673707809549,-40
1673707809549,-40
1673707809549,-40
1673707809549,-40
1673707809549,-40
1673707809549,-40
1673707809549,-40
1673707809549,-40
1673707809549,1480
1673707809549,1480
1673707809549,1480
1673707809550,1480
1673707809552,1480
1673707809552,1480
